	id	dk1	dk2	z	logFluxUV	logFluxErrUV	logFluxX	logFluxErrX	dk3	dk4	dk5	dk6	dk7
1111	014014.71-004906.8	25.06132	-0.81858	1.2082	-28.1448	0.01591	-31.87671	0.02877	5	1.91421	0.12871	45.050317	0.211168
1112	145417.55+162431.4	223.57314	16.40873	1.2091	-27.1731	0.00802	-31.16323	0.02988	5	1.92809	0.13728	44.323741	0.206386
1113	121110.69+504209.1	182.79458	50.70254	1.21	-27.843	0.00986	-31.65844	0.04229	5	2.16857	0.34096	44.846605	0.287762
1114	112607.27+143722.7	171.53032	14.62298	1.2118	-27.2527	0.01003	-32.07846	0.05488	5	2.07026	0.32166	50.03279	0.394165
1115	151630.19-010109.0	229.12582	-1.01919	1.2119	-27.52	0.00936	-31.47389	0.02685	5	2.22623	0.1534	44.952028	0.188472
1116	092728.24+362404.9	141.86767	36.40138	1.2134	-27.7478	0.01066	-31.45901	0.02709	5	2.00112	0.20776	43.921324	0.196131
1117	215419.70-091753.5	328.58209	-9.29822	1.2134	-27.1925	0.00922	-31.523	0.03611	5	2.46626	0.35341	46.616602	0.253554
1118	084149.67+194429.6	130.45697	19.74158	1.2145	-27.1477	0.00724	-31.44812	0.03242	5	2.4177	0.32882	46.306258	0.228434
1119	235538.31+055535.8	358.90964	5.92662	1.2158	-27.5752	0.01006	-31.43953	0.03233	5	2.16444	0.19193	44.49948	0.224025
1120	111645.49+175847.5	169.18955	17.97987	1.2166	-27.065	0.00713	-31.57229	0.04895	5	2.25106	0.47283	47.463585	0.339925
1121	121040.32+511316.5	182.668	51.2213	1.2171	-27.9965	0.01235	-31.5193	0.06534	6	2.10168	0.24802	43.30072	0.443404
1122	023925.08+011249.2	39.8545	1.21367	1.218	-28.0376	0.01414	-31.66472	0.03954	5	2.20682	0.29047	44.091344	0.278245
1123	090354.83+502433.4	135.978	50.4093	1.218	-28.198	0.01941	-31.9835	0.08638	6	2.26965	0.38977	45.536684	0.578314
1124	124728.48+671724.9	191.86868	67.29028	1.2215	-27.476	0.01137	-31.39644	0.01759	5	1.90976	0.10676	44.621463	0.135652
1125	021335.21-055002.7	33.39671	-5.8341	1.222	-27.3815	0.00933	-31.25722	0.03728	5	2.79153	0.39565	44.090334	0.254684
1126	113600.96+565831.4	174.004	56.97539	1.2221	-27.9171	0.01296	-31.72714	0.03464	5	1.87193	0.16781	44.996248	0.241772
1127	084528.62+430520.0	131.36927	43.08889	1.224	-27.0705	0.00784	-30.88273	0.01977	5	1.83026	0.10777	42.894188	0.146529
1128	142929.08+424307.6	217.37119	42.7188	1.2244	-27.6398	0.01091	-31.67428	0.05146	5	2.37686	0.47975	45.782929	0.346294
1129	N_11_22	36.0928	-3.18185	1.2249	-26.766	0.01035	-31.22729	0.02961	4	2.16038	0.13876	46.412766	0.221663
1130	N_152_6	33.96615	-6.2927	1.2253	-27.34665	0.0093	-31.47801	0.05249	4	2.21465	0.30895	45.68887	0.352989
1131	103813.84+533143.1	159.55768	53.52864	1.226	-28.2223	0.01872	-31.5164	0.02582	5	1.95151	0.15997	42.357198	0.224746
1132	N_12_29	36.37501	-3.07491	1.2267	-27.58428	0.01391	-31.53678	0.0413	4	1.96352	0.18115	45.103563	0.283046
1133	090023.47+421624.8	135.09779	42.27356	1.2268	-27.2426	0.01458	-31.27438	0.03246	5	2.02909	0.16858	44.772126	0.228369
1134	133240.60+502434.8	203.16921	50.40969	1.227	-27.3688	0.00658	-31.12913	0.01834	5	2.07146	0.12233	43.297715	0.139092
1135	141534.30+533714.0	213.89293	53.62056	1.228	-26.9376	0.00947	-30.75525	0.02623	5	2.11648	0.21422	42.597677	0.186588
1136	142220.67+533005.3	215.586	53.5015	1.228	-27.9313	0.13133	-31.2978	0.05429	6	2.1379	0.18034	42.107095	0.655948
1137	141515.82+112344.1	213.81592	11.39561	1.2294	-27.4232	0.00723	-31.66819	0.04368	5	2.20849	0.35957	46.629508	0.297531
1138	114820.13+554027.3	177.084	55.6743	1.23	-28.2406	0.01968	-31.7826	0.06245	6	1.97019	0.19974	44.037572	0.428964
1139	085408.06+502941.5	133.534	50.4949	1.2303	-27.4066	0.01008	-32.0034	0.11237	6	2.10212	0.37123	48.907804	0.751063
1140	022615.89-041011.4	36.56624	-4.16986	1.2313	-28.2913	0.02326	-31.89104	0.04069	5	2.06926	0.2551	44.545053	0.296144
1141	164852.85+525922.9	252.22023	52.98972	1.2324	-27.5974	0.00923	-31.52278	0.05638	5	2.18045	0.42585	44.957536	0.377363
1142	N_12_46	36.35131	-2.97511	1.2335	-27.55522	0.00964	-31.24348	0.02754	4	2.1576	0.14549	43.288544	0.198854
1143	125502.97+564953.0	193.76239	56.83139	1.2339	-27.559	0.00749	-31.06229	0.02482	5	2.12658	0.17143	42.078323	0.191447
1144	120059.70+313900.0	180.24876	31.65002	1.2344	-26.9414	0.00755	-31.41363	0.05153	5	2.38825	0.39598	46.923403	0.354858
1145	095924.46+015954.3	149.85194	1.99843	1.2348	-27.3071	0.00727	-31.14077	0.02651	5	2.33022	0.22209	43.627061	0.186294
1146	113441.83+490918.5	173.67433	49.15514	1.235	-27.7238	0.01063	-31.71847	0.05189	5	2.72973	0.44303	45.730427	0.348808
1147	033422.07-011518.0	53.592	-1.255	1.2378	-27.8923	0.01591	-31.49	0.06622	6	2.10322	0.1979	43.534102	0.44899
1148	075751.73+374554.2	119.46556	37.76508	1.2431	-27.1074	0.00812	-31.36738	0.02342	5	2.10103	0.15604	45.938851	0.172846
1149	132914.00+323733.7	202.30837	32.62605	1.245	-27.9733	0.01156	-31.31317	0.01799	5	2.07909	0.09873	42.0365	0.174021
1150	002133.27+004300.9	5.38866	0.71694	1.245	-26.8952	0.00945	-31.0622	0.07496	6	2.15732	0.28887	44.795251	0.499506
1151	232343.99-010037.4	350.93332	-1.01041	1.2458	-27.7739	0.01139	-31.61365	0.03203	5	2.07821	0.19371	44.834152	0.223599
1152	095329.91+013700.5	148.37463	1.61682	1.2463	-27.6798	0.00917	-32.14705	0.03742	5	2.03884	0.22145	48.736566	0.267715
1153	N_86_13	34.29286	-4.19529	1.2463	-27.38011	0.01023	-31.4712	0.0339	4	1.97634	0.14227	45.506984	0.234046
1154	025725.08+000114.3	44.35451	0.02065	1.2465	-27.8744	0.01267	-31.21911	0.03819	5	2.36352	0.32431	41.821164	0.282675
1155	100201.02+553648.2	150.504	55.6134	1.247	-28.0907	0.01559	-31.6147	0.04378	6	1.8854	0.15377	43.544132	0.309521
1156	123217.45+123358.9	188.07273	12.56636	1.247	-26.873	0.01159	-31.48468	0.03292	5	2.24001	0.16221	47.671921	0.251533
1157	124228.88+411213.7	190.62	41.2038	1.2477	-28.1872	0.01986	-32.0412	0.08736	6	2.30089	0.33734	45.961365	0.584421
1158	102838.63+262031.2	157.161	26.342	1.248	-27.3933	0.00864	-31.5962	0.04666	6	1.97516	0.15138	46.277222	0.31627
1159	094345.20+465154.7	145.93837	46.8652	1.2482	-27.0349	0.01448	-31.48123	0.02641	5	2.09281	0.17724	46.986371	0.206548
1160	102516.08+470745.0	156.31703	47.12918	1.249	-27.7123	0.00887	-32.01865	0.06279	5	2.43742	0.50622	47.756859	0.422436
1161	113110.71-020855.1	172.795	-2.14864	1.2496	-27.7746	0.0104	-31.4828	0.04872	6	1.94236	0.16552	43.968476	0.331235
1162	020142.58-021611.0	30.42744	-2.26974	1.2501	-27.2663	0.00894	-31.17523	0.02489	5	2.05864	0.13604	44.021317	0.176344
1163	112522.52+144635.9	171.34384	14.77666	1.2511	-27.4081	0.00873	-31.19253	0.02009	5	2.09947	0.13264	43.554878	0.150161
1164	014404.77+021634.8	26.01988	2.27635	1.2528	-27.427	0.00784	-31.27772	0.03111	5	2.22088	0.18335	44.039237	0.21505
1165	115941.94+435800.7	179.92476	43.96687	1.253	-28.0245	0.0131	-31.92311	0.05509	5	2.44058	0.63296	45.848768	0.371073
1166	141946.34+523246.4	214.9431	52.54624	1.253	-27.7792	0.00937	-31.65742	0.0412	5	2.76832	0.35313	45.101069	0.279712
1167	103316.47+572624.2	158.319	57.4401	1.2536	-28.0637	0.01443	-32.042	0.08829	6	2.1212	0.2637	46.472235	0.587461
1168	122511.91+125153.6	186.3	12.8649	1.2542	-27.0569	0.00895	-30.8007	0.01438	6	1.93814	0.04865	42.408969	0.120567
1169	135000.62+262527.8	207.50261	26.4244	1.2551	-27.2843	0.0076	-31.45829	0.03136	5	2.73819	0.19801	45.814092	0.217949
1170	021707.00+020327.9	34.2792	2.05776	1.2595	-27.9567	0.01204	-31.68647	0.03303	5	2.06176	0.20747	44.565956	0.232927
1171	103337.92+574239.1	158.40801	57.71086	1.26	-27.5545	0.00931	-31.46539	0.02238	5	2.15572	0.12029	44.754741	0.161382
1172	084905.07+445714.7	132.27114	44.95409	1.262	-27.7712	0.01068	-31.50514	0.0266	5	2.00839	0.16256	44.129703	0.192378
1173	023402.08-084314.6	38.5087	-8.72074	1.2637	-27.0888	0.00812	-31.3123	0.02667	5	2.03891	0.20198	45.651806	0.190831
1174	111849.73+402228.4	169.70725	40.37457	1.2647	-27.1529	0.00747	-31.18153	0.03274	5	2.16799	0.21675	44.527105	0.224297
1175	120150.69+064400.5	180.46124	6.73348	1.2664	-27.0712	0.00942	-31.08827	0.04813	5	2.32027	0.4732	44.24663	0.323953
1176	103125.50+651058.7	157.85628	65.183	1.2672	-27.6503	0.01542	-31.84514	0.06421	5	2.42898	0.40284	46.866575	0.432738
1177	142037.84+525452.8	215.158	52.9147	1.269	-27.9076	0.01411	-31.7773	0.09617	6	2.31695	0.33109	45.365889	0.639121
1178	151505.12+041012.2	228.77135	4.17007	1.2693	-27.1045	0.00815	-31.1937	0.05589	5	2.13811	0.413	44.805497	0.374131
1179	132541.99+300958.5	201.425	30.16625	1.271	-27.7004	0.00903	-31.19935	0.02191	5	1.99656	0.13673	42.403205	0.176863
1180	015211.83-084422.7	28.04931	-8.73964	1.271	-27.857	0.01279	-31.79922	0.0599	5	2.54876	0.3468	45.717577	0.401837
1181	122703.37+125402.0	186.76405	12.90058	1.2725	-27.4547	0.0077	-31.61801	0.04428	5	2.39474	0.33064	46.16967	0.299841
1182	130158.04-014212.1	195.492	-1.70337	1.2735	-26.9738	0.01035	-30.7777	0.04955	6	2.04231	0.18352	42.597511	0.33477
1183	001909.28+034642.1	4.7887	3.77836	1.2747	-27.417	0.00847	-31.05622	0.0219	5	2.14141	0.15033	42.61963	0.167085
1184	232632.90-000326.6	351.63709	-0.0574	1.2751	-27.7927	0.01157	-31.6696	0.0562	5	2.34042	0.41294	45.126115	0.377547
1185	122853.71+441152.8	187.224	44.198	1.2754	-27.3796	0.01002	-31.50515	0.05297	6	2.14421	0.17801	45.732935	0.356351
1186	142917.20+342130.3	217.322	34.3584	1.2754	-27.5101	0.01016	-31.0928	0.03666	6	1.97182	0.10664	42.479693	0.259183
1187	011537.72+002028.6	18.90717	0.3413	1.2759	-27.2852	0.00809	-31.13388	0.02976	5	1.94093	0.1776	43.671285	0.206772
1188	004423.32+011620.4	11.09718	1.27236	1.276	-27.8394	0.01189	-31.7863	0.06608	5	2.46439	0.56796	45.704437	0.441524
1189	090843.64+394743.6	137.18184	39.79546	1.276	-27.602	0.00858	-31.22306	0.01775	5	1.94346	0.1092	42.962385	0.145411
1190	084107.29+195006.9	130.28038	19.83528	1.2766	-27.4501	0.00679	-30.99055	0.01562	5	1.90034	0.09157	42.051102	0.139169
1191	111942.12+211516.7	169.92551	21.25464	1.283	-27.8456	0.00982	-31.31002	0.02542	5	2.02669	0.19614	42.538519	0.199258
1192	100717.23+124543.9	151.82183	12.7622	1.284	-26.7838	0.00854	-31.06938	0.01357	5	2.14401	0.07004	45.298654	0.120717
1193	105050.14+573820.0	162.70892	57.63889	1.2846	-27.4527	0.01094	-31.3609	0.03116	5	2.47845	0.27966	44.482503	0.216902
1194	022542.39-052950.8	36.42663	-5.49745	1.286	-27.4692	0.0074	-31.22508	0.03117	5	1.91139	0.1603	43.519373	0.217282
1195	021817.20-050258.7	34.57168	-5.04964	1.287	-27.9914	0.01537	-31.71805	0.02968	5	1.97381	0.16786	44.632133	0.216087
1196	151453.86+561031.9	228.72444	56.17554	1.2872	-27.5828	0.00926	-31.67097	0.06413	5	2.50539	0.56968	45.994455	0.428125
1197	095847.88+690532.7	149.69951	69.09242	1.2882	-26.6413	0.00766	-30.96525	0.02752	5	2.08368	0.13973	45.195412	0.199889
1198	091510.53+440035.8	138.79391	44.00995	1.2885	-27.9132	0.0115	-31.73699	0.04545	5	2.06452	0.23684	45.077163	0.308831
1199	100817.92+534532.8	152.07468	53.75913	1.2895	-27.7429	0.0121	-31.50073	0.03664	5	2.27218	0.2217	44.216481	0.254659
1200	120115.22+553957.4	180.313	55.666	1.2904	-28.1507	0.01689	-32.4491	0.16046	6	2.37579	0.5542	48.800438	1.062935
1201	104454.90+592134.2	161.229	59.3595	1.2919	-27.5158	0.01089	-31.4184	0.04018	6	1.92903	0.11652	44.603328	0.273914
1202	003413.04-010026.9	8.55436	-1.00748	1.2922	-26.6835	0.00862	-31.1328	0.10185	6	2.26457	0.39438	46.127455	0.679098
1203	100226.33+021923.1	150.60971	2.32309	1.2923	-27.8679	0.01174	-31.45202	0.02624	5	1.8679	0.15972	43.383557	0.19806
1204	011905.92+003531.6	19.77467	0.59212	1.2934	-27.8075	0.01069	-31.50993	0.03239	5	2.26332	0.18279	44.012679	0.228728
1205	083149.08+525612.2	127.95454	52.93674	1.2953	-27.7775	0.01152	-31.80793	0.05046	5	2.4107	0.5298	46.100474	0.340155
1206	123219.82+123517.8	188.08261	12.5883	1.2963	-27.3523	0.01107	-31.36761	0.02818	5	1.91865	0.11577	44.937775	0.198282
1207	095701.45+685500.5	149.25606	68.91682	1.2968	-26.8811	0.00786	-31.16176	0.04063	5	2.09107	0.29023	45.509462	0.279412
1208	015302.96+261258.0	28.26237	26.21612	1.297	-27.5323	0.01046	-31.62103	0.06375	5	2.18125	0.41138	45.871898	0.42612
1209	144036.64+024333.5	220.15269	2.72599	1.297	-27.582	0.0089	-31.07272	0.02428	5	2.18596	0.15821	42.052938	0.19032
1210	090429.45+340544.9	136.12273	34.09581	1.2974	-27.4123	0.00814	-31.58557	0.0577	5	2.43055	0.57356	46.129345	0.386823
1211	134300.66+403523.8	205.75277	40.58995	1.298	-27.8157	0.01098	-31.27149	0.02054	5	1.96555	0.12368	42.406863	0.174941
1212	165046.31+345138.3	252.69296	34.86065	1.2987	-27.5218	0.00686	-31.59331	0.0259	5	2.009	0.14589	45.732101	0.181377
1213	133624.61+514659.5	204.10258	51.78321	1.3	-28.0322	0.01311	-31.55688	0.03822	5	2.62101	0.35146	43.402366	0.273442
1214	021348.44-053548.6	33.45186	-5.59684	1.301	-27.6595	0.00942	-31.53574	0.04454	5	2.22314	0.2884	44.788763	0.301192
1215	084911.49+444453.5	132.2979	44.7482	1.305	-27.9171	0.01255	-31.42835	0.02367	5	2.13537	0.14087	43.02606	0.188995
1216	025716.25+000327.0	44.31774	0.0575	1.3051	-28.3381	0.02094	-31.82622	0.03767	5	2.08144	0.29834	43.926044	0.279965
1217	094313.66+465138.8	145.80692	46.86079	1.306	-27.8985	0.01233	-31.7206	0.04056	5	2.66822	0.36441	45.02927	0.278272
1218	232820.38+002238.2	352.085	0.37729	1.306	-26.9062	0.00869	-31.1203	0.07349	6	2.23861	0.23791	45.133323	0.490252
1219	075121.90+310955.0	117.841	31.1653	1.307	-28.2208	0.01859	-31.5174	0.04238	6	2.01874	0.13811	42.369933	0.315341
1220	104355.08+590305.6	160.98	59.0516	1.3071	-27.7911	0.01274	-31.44085	0.03904	6	1.87056	0.11871	43.624314	0.273231
1221	151651.28+562851.0	229.2137	56.48085	1.3091	-27.6195	0.00884	-31.59062	0.05676	5	2.35514	0.51813	45.314391	0.37958
1222	092633.42+304535.3	141.63928	30.75981	1.3091	-27.2978	0.00784	-31.1577	0.02294	5	1.85955	0.13602	43.776769	0.164269
1223	022011.29-042512.1	35.04706	-4.42005	1.3106	-28.1113	0.02024	-31.94196	0.04836	5	2.36679	0.31595	45.617713	0.334422
1224	N_84_38	34.95614	-4.05186	1.3114	-27.49192	0.01449	-31.4061	0.03895	4	1.85969	0.15421	44.619985	0.268857
1225	032402.08-003035.4	51.0087	-0.50985	1.314	-27.6098	0.01363	-31.2475	0.06226	6	2.1178	0.22246	43.091607	0.421359
1226	011633.70+000625.4	19.14042	0.10706	1.3172	-27.2328	0.00771	-31.28738	0.04539	5	2.26396	0.25665	44.897967	0.305673
1227	014349.15+002128.3	25.9548	0.35787	1.3172	-27.0897	0.02657	-31.2436	0.0589	5	2.72103	0.48568	45.195121	0.407721
1228	100238.70+013936.4	150.66128	1.66013	1.318	-27.9816	0.01302	-31.77254	0.04449	5	2.19891	0.30812	45.031554	0.304231
1229	084825.26+444809.7	132.105	44.8027	1.318	-28.2947	0.02332	-32.0338	0.06299	6	2.09933	0.23012	45.472477	0.431154
1230	125639.59+472411.4	194.165	47.4032	1.3183	-27.4235	0.01015	-30.9674	0.01322	6	1.81747	0.04457	42.007351	0.13126
1231	013129.62+002808.8	22.8734	0.46912	1.321	-28.1589	0.01511	-31.3402	0.04067	6	1.95088	0.14461	41.454907	0.309887
1232	100024.64+023149.0	150.10269	2.5303	1.3212	-27.3712	0.00956	-31.46697	0.0419	5	2.23284	0.28256	45.515569	0.284519
1233	020509.33-040941.4	31.2889	-4.16152	1.3239	-27.419	0.00759	-31.29971	0.05523	5	2.78573	0.53048	44.216987	0.369517
1234	021934.22-050859.5	34.8926	-5.14986	1.324	-27.8957	0.0182	-31.3718	0.05125	6	2.19497	0.14481	42.740785	0.359745
1235	093814.55+520501.6	144.561	52.0838	1.3243	-27.8229	0.01257	-31.3635	0.06847	6	1.91834	0.1821	42.984091	0.463108
1236	094053.92+032442.7	145.2247	3.41187	1.3259	-27.5705	0.01001	-31.26012	0.04266	5	2.54653	0.35833	43.335712	0.292904
1237	152424.52+095829.1	231.102	9.97476	1.3283	-26.1368	0.00894	-30.6204	0.01579	6	2.00272	0.0466	44.986876	0.148368
1238	020442.23-051041.3	31.176	-5.17814	1.329	-28.1757	0.02182	-31.6811	0.03009	6	1.95779	0.08829	43.633986	0.237103
1239	093639.11+611918.0	144.16299	61.32169	1.3295	-27.3692	0.01001	-31.94119	0.05195	5	2.16687	0.31768	48.650709	0.362715
1240	N_2_30	36.35593	-3.70644	1.3301	-27.09203	0.01009	-30.94667	0.02833	4	2.27517	0.12931	43.22766	0.199276
1241	083916.04+194249.5	129.81683	19.71377	1.3311	-27.4012	0.00776	-31.4326	0.05938	5	2.74566	0.64564	45.16612	0.39635
1242	122236.47+000229.5	185.65198	0.04154	1.332	-27.387	0.00935	-31.29778	0.04628	5	2.3713	0.2841	44.335266	0.312099
1243	221806.11+192100.6	334.52546	19.35019	1.3326	-28.064	0.02036	-31.78098	0.0445	5	2.66206	0.25666	44.74987	0.312439
1244	144727.50+403206.3	221.8646	40.53509	1.333	-27.0115	0.00524	-31.29632	0.03597	5	2.69182	0.28814	45.862893	0.249091
1245	142719.10+510743.6	216.82959	51.12879	1.335	-27.5017	0.00927	-32.01849	0.06731	5	2.16193	0.35291	48.617977	0.457415
1246	095844.94+014309.0	149.68727	1.71917	1.3366	-27.873	0.01338	-31.92806	0.05668	5	2.0931	0.37937	46.501632	0.381506
1247	230609.22+000844.1	346.53842	0.14561	1.34	-26.4844	0.00836	-30.75771	0.02424	5	1.83507	0.13381	44.469247	0.178483
1248	085015.63+445518.0	132.56515	44.92167	1.3413	-27.6135	0.01023	-31.63315	0.05295	5	2.4512	0.47034	45.619392	0.35553
1249	212909.65+001214.3	322.29024	0.20399	1.342	-27.5482	0.00801	-31.7151	0.05635	5	2.7306	0.55768	46.427092	0.377934
1250	142852.66+423828.9	217.21944	42.64138	1.3421	-27.7711	0.00867	-31.75442	0.07349	5	2.3781	0.42034	45.773836	0.488648
1251	161156.01+293450.3	242.983	29.5807	1.3426	-27.378	0.00881	-31.1866	0.08111	6	2.06967	0.27672	43.639002	0.539281
1252	143826.62+641312.5	219.61093	64.22016	1.3432	-27.5397	0.0088	-31.46749	0.02228	5	2.00771	0.11615	44.829178	0.160129
1253	124406.96+113524.2	191.02902	11.59007	1.3437	-27.4499	0.00951	-31.14299	0.01285	5	1.92473	0.06815	43.057093	0.116733
1254	123039.68+104348.5	187.66538	10.73016	1.3449	-27.14	0.00834	-31.21849	0.02689	5	2.38603	0.20274	44.823626	0.188641
1255	N_97_5	35.96292	-5.63065	1.3452	-27.25295	0.00953	-31.45314	0.04324	4	1.99713	0.20205	45.908477	0.294781
1256	090318.87+150949.8	135.82864	15.16384	1.3463	-27.3798	0.00827	-31.78392	0.05719	5	2.07584	0.32886	47.570294	0.388746
1257	122107.06+112636.8	185.27945	11.44357	1.3468	-27.5016	0.00782	-31.67351	0.04791	5	2.5567	0.39752	46.343627	0.323384
1258	145818.60+524448.0	224.57751	52.74668	1.347	-27.7721	0.0103	-31.85376	0.06819	5	2.40751	0.69239	46.424779	0.454918
1259	113122.59+531256.5	172.84413	53.21572	1.3472	-27.2197	0.01115	-31.05961	0.03909	5	2.18602	0.34567	43.449707	0.267835
1260	142622.66+334202.4	216.594	33.7007	1.3487	-27.1044	0.00785	-31.4524	0.05142	6	1.8409	0.14031	46.511745	0.350023
1261	154606.64+022434.0	236.52769	2.40947	1.349	-27.2897	0.01043	-30.96341	0.01724	5	1.87805	0.06667	42.528803	0.141399
1262	122556.21+130656.2	186.48422	13.11562	1.3505	-27.3996	0.00757	-31.56491	0.05139	5	2.23869	0.33437	46.045108	0.345641
1263	141352.97+440230.7	213.47074	44.04187	1.3526	-27.9579	0.01018	-31.4128	0.02304	5	1.9252	0.09966	42.756495	0.187306
1264	022158.80-052932.3	35.49501	-5.49233	1.353	-27.6743	0.01031	-31.67359	0.05359	5	2.29623	0.29256	45.637141	0.359662
1265	121832.93+470933.5	184.63722	47.15933	1.3532	-27.9487	0.01329	-31.9786	0.06216	5	2.36527	0.50939	46.524979	0.41681
1266	020135.08-052719.0	30.39618	-5.45528	1.3537	-27.839	0.01026	-31.38353	0.04518	5	2.46176	0.32229	43.050255	0.313695
1267	022256.45-052055.2	35.73525	-5.34868	1.354	-27.8628	0.01227	-31.68964	0.04421	5	2.09218	0.28534	44.971275	0.301369
1268	000230.71+004959.0	0.62797	0.83307	1.3542	-27.1404	0.01177	-30.8559	0.04113	6	2.39368	0.17261	42.431112	0.283666
1269	100132.16+013420.8	150.38403	1.57245	1.3548	-27.7655	0.01226	-31.75751	0.04277	5	2.15527	0.32531	45.817137	0.291126
1270	091349.53+560943.6	138.456	56.1621	1.3552	-27.9553	0.01297	-32.0002	0.12443	6	2.48344	0.46412	46.640388	0.823908
1271	100040.86+154839.9	150.17026	15.8111	1.3553	-27.1816	0.00997	-31.15543	0.06262	5	2.78822	0.63381	44.23751	0.418155
1272	022150.89-034450.1	35.46206	-3.74725	1.356	-27.736	0.01116	-31.56677	0.01896	5	2.12324	0.09728	44.680189	0.144927
1273	001731.27-004859.3	4.38031	-0.81649	1.356	-27.5434	0.01048	-31.5698	0.03943	5	2.2859	0.2713	45.488651	0.268702
1274	002220.86+012641.2	5.58695	1.4448	1.3561	-28.0646	0.01314	-31.96551	0.04323	5	2.35261	0.27351	45.964184	0.294963
1275	132948.52-020028.3	202.452	-2.00788	1.3563	-27.2686	0.00986	-31.3239	0.05263	6	1.88085	0.1404	44.992214	0.353452
1276	102223.75+383424.5	155.599	38.5735	1.3566	-27.549	0.01334	-31.6534	0.055	6	2.13483	0.18095	46.016974	0.371017
1277	021733.23-033753.3	34.38849	-3.63148	1.3569	-28.4904	0.03124	-32.03074	0.04294	5	2.13508	0.34067	44.651126	0.323288
1278	123516.52+373306.8	188.81885	37.55191	1.357	-27.2196	0.00761	-31.49617	0.06088	5	2.42387	0.36794	46.328743	0.409039
1279	122632.62+483350.5	186.63595	48.56403	1.3576	-27.7879	0.0112	-31.63205	0.04964	5	2.15038	0.40366	44.898165	0.335297
1280	141745.75+250243.5	214.44066	25.04543	1.3596	-27.3837	0.00747	-31.57277	0.05747	5	2.42076	0.38054	46.162028	0.385337
1281	140600.72+255447.1	211.50304	25.9131	1.36	-27.6807	0.01006	-31.39461	0.03128	5	1.94332	0.18895	43.771377	0.221027
1282	130100.86+281944.7	195.2536	28.32909	1.361	-26.6498	0.00795	-31.03561	0.01573	5	1.92298	0.08961	45.624559	0.138423
1283	010926.24-033604.6	17.3594	-3.6013	1.3613	-27.2642	0.01008	-31.4421	0.08586	6	2.00824	0.25255	45.789625	0.571006
1284	095743.33+024823.7	149.431	2.8066	1.3619	-27.9913	0.01687	-31.9629	0.10518	6	2.28074	0.30778	46.247056	0.698905
1285	140727.88+522530.9	211.86619	52.42526	1.363	-27.4471	0.00884	-31.49457	0.03853	5	2.61543	0.23042	45.386834	0.262087
1286	123106.26+175351.8	187.77609	17.89773	1.3632	-27.4797	0.00766	-31.98768	0.07777	5	2.45967	0.46497	48.504885	0.523918
1287	123138.11+475052.8	187.909	47.848	1.364	-27.1486	0.01002	-31.2034	0.05324	6	2.08411	0.18895	44.688917	0.357473
1288	172046.37+353412.9	260.19323	35.57027	1.365	-26.5601	0.00661	-31.13784	0.01608	5	1.87562	0.08009	46.665874	0.157183
1289	160454.72+235239.1	241.228	23.8775	1.365	-27.765	0.01264	-32.1767	0.06829	6	1.91661	0.21391	48.583275	0.461948
1290	111100.77+483829.4	167.75322	48.64151	1.3654	-27.973	0.01099	-31.41828	0.02893	5	1.93224	0.18305	42.730812	0.221273
1291	132425.84+135514.4	201.1077	13.92067	1.3655	-27.2479	0.00943	-31.37284	0.03685	5	2.36187	0.23896	45.399662	0.252656
1292	150819.57+010207.1	227.08157	1.03533	1.3666	-27.3169	0.00793	-30.99336	0.02332	5	2.05825	0.13913	42.614936	0.172917
1293	012230.72+010306.4	20.62801	1.05179	1.3667	-27.8933	0.01089	-31.8317	0.03232	5	2.75113	0.23251	45.783139	0.223919
1294	000601.31+200353.4	1.50548	20.06484	1.3709	-27.6565	0.01145	-31.45881	0.0267	5	1.95043	0.16553	44.293777	0.191659
1295	021238.53-043404.6	33.16056	-4.56795	1.371	-26.9358	0.00669	-31.00069	0.03434	5	2.15551	0.22229	44.223449	0.234375
1296	171007.49+641240.9	257.53122	64.21138	1.3726	-26.9756	0.00843	-31.37168	0.02924	5	2.1616	0.19088	46.506779	0.214348
1297	215111.18-073220.2	327.7966	-7.53896	1.3751	-27.3288	0.00751	-30.95906	0.01525	5	1.77353	0.06069	42.340049	0.130726
1298	011542.18+002300.2	18.92576	0.38341	1.3751	-27.5292	0.00857	-31.18388	0.02283	5	1.9231	0.1335	43.002071	0.171671
1299	120426.66+015534.7	181.11112	1.92633	1.3757	-27.4025	0.0107	-31.74805	0.08152	5	2.33235	0.36542	47.24084	0.545284
1300	005529.14-011155.6	13.87145	-1.19878	1.3759	-28.4948	0.02658	-32.0085	0.03857	5	2.3018	0.26746	44.486465	0.291854
1301	103032.50+505709.8	157.63544	50.95273	1.3766	-27.8759	0.01175	-31.58096	0.04889	5	2.28932	0.36113	44.201021	0.333146
1302	233722.01+002238.9	354.342	0.37748	1.3767	-27.5669	0.00975	-31.8502	0.13303	6	2.33971	0.48411	47.24137	0.881108
1303	131059.01+300106.7	197.746	30.0186	1.377	-27.0084	0.01645	-31.3196	0.0828	6	2.57266	0.39994	46.02909	0.55536
1304	101451.38+425623.5	153.71412	42.93988	1.377	-28.193	0.01813	-32.06869	0.06741	5	2.36232	0.45095	46.118886	0.45394
1305	142623.76+440705.7	216.599	44.1183	1.377	-27.3304	0.00969	-31.228	0.10887	6	2.68737	0.53164	44.106858	0.720963
